id,Machine failure
136619,0.0016622539
136620,0.00068089657
136621,0.0015202167
136622,0.0025705758
136623,0.0010243235
136624,0.0029001723
136625,0.0014914789
136626,0.0008021914
136627,0.028951967
136628,0.0046480345
136629,0.0013335358
136630,0.0007546055
136631,0.0032048072
136632,0.0015874555
136633,0.002164982
136634,0.0011498694
136635,0.0048438185
136636,0.007774369
136637,0.0018220979
136638,0.99281377
136639,0.022809843
136640,0.019154023
136641,0.001278889
136642,0.002663873
136643,0.04159423
136644,0.0008084733
136645,0.000663353
136646,0.001321897
136647,0.0028946484
136648,0.031607628
136649,0.002314211
136650,0.0046607764
136651,0.0007607935
136652,0.99649376
136653,0.001519015
136654,0.0010152464
136655,0.0028281275
136656,0.001398001
136657,0.0025976275
136658,0.00089815026
136659,0.0016865033
136660,0.0030095465
136661,0.001497138
136662,0.011033678
136663,0.0023447392
136664,0.015754934
136665,0.0018315852
136666,0.0009998564
136667,0.03202723
136668,0.0012211116
136669,0.0028599016
136670,0.0020916387
136671,0.0011270586
136672,0.0015397753
136673,0.0060275313
136674,0.00091031444
136675,0.0016369068
136676,0.007635331
136677,0.0022912214
136678,0.0011014605
136679,0.001770084
136680,0.0034442556
136681,0.0011147195
136682,0.0009077599
136683,0.0008082584
136684,0.01297929
136685,0.0069563733
136686,0.0031844084
136687,0.003736975
136688,0.0019911646
136689,0.0024801274
136690,0.04220993
136691,0.03576656
136692,0.0024299244
136693,0.0020741879
136694,0.0012519278
136695,0.0009918711
136696,0.00260401
136697,0.000657309
136698,0.005083511
136699,0.002287294
136700,0.0047252355
136701,0.0011846347
136702,0.0016979971
136703,0.0070692357
136704,0.0011197175
136705,0.0007809202
136706,0.00074296864
136707,0.003240288
136708,0.0028036612
136709,0.0070749945
136710,0.0012325887
136711,0.0010217992
136712,0.001524589
136713,0.004858307
136714,0.0035322807
136715,0.0024888003
136716,0.0024520666
136717,0.009421544
136718,0.029192662
136719,0.0039640414
136720,0.0011806148
136721,0.0017121995
136722,0.0009493735
136723,0.0077166203
136724,0.0016217668
136725,0.001228783
136726,0.0009333263
136727,0.004516241
136728,0.0008836115
136729,0.0012761275
136730,0.0022063062
136731,0.0073896092
136732,0.0016956385
136733,0.00084410934
136734,0.0010868214
136735,0.00090773223
136736,0.0016531966
136737,0.0010992902
136738,0.0011798711
136739,0.015473915
136740,0.0024211477
136741,0.030192386
136742,0.004419043
136743,0.0009105344
136744,0.0017526636
136745,0.0034929896
136746,0.0010078148
136747,0.0009564042
136748,0.0010606297
136749,0.0010605485
136750,0.0017164309
136751,0.0007769828
136752,0.0016000195
136753,0.0032969601
136754,0.0015076115
136755,0.0053751552
136756,0.0033879522
136757,0.0023459184
136758,0.0011927577
136759,0.0012142949
136760,0.0012065271
136761,0.000745083
136762,0.0034200961
136763,0.0006731081
136764,0.0019008096
136765,0.0011898765
136766,0.00075074134
136767,0.0021265703
136768,0.00071495335
136769,0.001812726
136770,0.0019781177
136771,0.0013878648
136772,0.06128848
136773,0.0013942603
136774,0.0010765884
136775,0.010823696
136776,0.00064940227
136777,0.0013614707
136778,0.0008412259
136779,0.0015948283
136780,0.0055130115
136781,0.0029411244
136782,0.000801175
136783,0.0009269472
136784,0.0006552525
136785,0.0018367453
136786,0.0010305827
136787,0.0024993098
136788,0.0038904648
136789,0.000698676
136790,0.0022722906
136791,0.0007340477
136792,0.0022754527
136793,0.002256984
136794,0.0065844045
136795,0.0014822601
136796,0.001902484
136797,0.0009833918
136798,0.012350505
136799,0.0009423762
136800,0.0019985694
136801,0.0010256007
136802,0.0013510037
136803,0.0007268719
136804,0.001328157
136805,0.0035784948
136806,0.0009392635
136807,0.0029262379
136808,0.00086757005
136809,0.0008384878
136810,0.0011161173
136811,0.0021975155
136812,0.0008419111
136813,0.015361274
136814,0.0012611109
136815,0.0011675695
136816,0.0038624534
136817,0.0011428528
136818,0.0020116684
136819,0.00085864036
136820,0.00079208764
136821,0.0019762528
136822,0.0021769456
136823,0.0013826387
136824,0.0008558859
136825,0.0028135718
136826,0.9696498
136827,0.0015839362
136828,0.0007974633
136829,0.0016394501
136830,0.0008923995
136831,0.0007419894
136832,0.0016599748
136833,0.0015608543
136834,0.9874378
136835,0.004669154
136836,0.0015589256
136837,0.0009287591
136838,0.0010873077
136839,0.0014924578
136840,0.004010335
136841,0.0030180528
136842,0.0011937631
136843,0.0007030107
136844,0.0009581042
136845,0.0022517755
136846,0.009752909
136847,0.0006058571
136848,0.00075139693
136849,0.0007197216
136850,0.0014322194
136851,0.0007612014
136852,0.002250728
136853,0.0026891283
136854,0.005954305
136855,0.00082051044
136856,0.015105601
136857,0.0024933585
136858,0.00078203913
136859,0.002380675
136860,0.000888101
136861,0.0009793157
136862,0.0032157414
136863,0.0011535228
136864,0.0017286373
136865,0.0008593324
136866,0.0020848678
136867,0.003034738
136868,0.0011079357
136869,0.0018287061
136870,0.00062619057
136871,0.0010041547
136872,0.00080705207
136873,0.0010623777
136874,0.0010271114
136875,0.0006411554
136876,0.000607991
136877,0.007820154
136878,0.001247167
136879,0.0013760449
136880,0.002227793
136881,0.0047994857
136882,0.001176668
136883,0.001638336
136884,0.00082224805
136885,0.05936076
136886,0.0010050194
136887,0.00064595207
136888,0.002138187
136889,0.0006450963
136890,0.034927227
136891,0.0010702371
136892,0.0008294038
136893,0.0013677309
136894,0.0010662555
136895,0.003300991
136896,0.000820299
136897,0.0016427648
136898,0.002240579
136899,0.00057993835
136900,0.001068461
136901,0.00065225404
136902,0.0026487266
136903,0.0010933945
136904,0.0012140821
136905,0.0014738167
136906,0.0009653622
136907,0.0019050726
136908,0.00072875776
136909,0.0009627793
136910,0.0030150125
136911,0.00204993
136912,0.04389683
136913,0.0040166937
136914,0.00085728534
136915,0.006444661
136916,0.00045547652
136917,0.0017677558
136918,0.00087545434
136919,0.0012051717
136920,0.0013663084
136921,0.0020884702
136922,0.0007407735
136923,0.0029442848
136924,0.0010676176
136925,0.0014152129
136926,0.0009281753
136927,0.000641237
136928,0.00095186924
136929,0.00909223
136930,0.0047174757
136931,0.0018897796
136932,0.001643681
136933,0.0018495207
136934,0.0026872172
136935,0.00079124013
136936,0.0012683946
136937,0.0007361538
136938,0.000801511
136939,0.0008836165
136940,0.0138198435
136941,0.040816538
136942,0.0010062184
136943,0.0020813022
136944,0.038010143
136945,0.0021193286
136946,0.0008376309
136947,0.0008708817
136948,0.0016236285
136949,0.0057367594
136950,0.0010538654
136951,0.001648913
136952,0.0011712456
136953,0.004278363
136954,0.0009218551
136955,0.00089566555
136956,0.0014064233
136957,0.0008052346
136958,0.0022231604
136959,0.0015081973
136960,0.9947491
136961,0.0018695332
136962,0.0013507985
136963,0.03446857
136964,0.0026749873
136965,0.0020208557
136966,0.004328049
136967,0.000598231
136968,0.008554998
136969,0.0007668772
136970,0.0011970128
136971,0.0011810068
136972,0.0017784932
136973,0.008668074
136974,0.0011318496
136975,0.003520478
136976,0.0006631722
136977,0.0037725163
136978,0.000760342
136979,0.00090099
136980,0.004247099
136981,0.0010578587
136982,0.0008298971
136983,0.028019797
136984,0.0009924581
136985,0.0024683187
136986,0.00059704395
136987,0.0014088583
136988,0.013258602
136989,0.0018149086
136990,0.0007443885
136991,0.00090893044
136992,0.001150717
136993,0.0013938593
136994,0.0013390611
136995,0.030158311
136996,0.007067596
136997,0.0017246077
136998,0.0024799472
136999,0.0021223803
137000,0.013670196
137001,0.0013021537
137002,0.0016010208
137003,0.0012228534
137004,0.017148871
137005,0.98487145
137006,0.0010517156
137007,0.0011088591
137008,0.0022141521
137009,0.050280195
137010,0.0021163377
137011,0.0009201944
137012,0.03749182
137013,0.0009931197
137014,0.0011622974
137015,0.0034409347
137016,0.003834146
137017,0.0007017827
137018,0.0014105579
137019,0.0018476775
137020,0.0044082985
137021,0.00843102
137022,0.0006155924
137023,0.00076778315
137024,0.0007202863
137025,0.0007382678
137026,0.013291174
137027,0.00084997946
137028,0.001482678
137029,0.0017384058
137030,0.020375382
137031,0.002756187
137032,0.002954052
137033,0.0016748083
137034,0.0022618198
137035,0.022416761
137036,0.00085006177
137037,0.9899771
137038,0.0010478228
137039,0.0026261392
137040,0.0009026659
137041,0.002402726
137042,0.0015189
137043,0.0015186557
137044,0.0015349123
137045,0.002047174
137046,0.00096161634
137047,0.0010466675
137048,0.0035190447
137049,0.0020237195
137050,0.0018001606
137051,0.00082044833
137052,0.0016968497
137053,0.0006368309
137054,0.0006585512
137055,0.0010427351
137056,0.001065763
137057,0.00084552245
137058,0.0010712015
137059,0.0029216658
137060,0.001652701
137061,0.0013815396
137062,0.001319636
137063,0.0029742152
137064,0.0012751312
137065,0.0078208605
137066,0.008450268
137067,0.0008756855
137068,0.000710817
137069,0.012075093
137070,0.001553594
137071,0.0024796405
137072,0.0010566174
137073,0.0009662892
137074,0.0024040868
137075,0.0007809068
137076,0.0010529397
137077,0.0008454093
137078,0.0008229362
137079,0.0010093498
137080,0.0009518249
137081,0.0007364935
137082,0.0014797201
137083,0.0024270318
137084,0.00097167934
137085,0.0032872264
137086,0.0030930117
137087,0.0012649507
137088,0.0035061813
137089,0.0012858877
137090,0.0010797102
137091,0.0012917153
137092,0.016379999
137093,0.0033738967
137094,0.0037598333
137095,0.0008301475
137096,0.0008242044
137097,0.003719485
137098,0.0026530584
137099,0.0011609453
137100,0.0013679959
137101,0.0008091832
137102,0.0008592386
137103,0.01572326
137104,0.0023561656
137105,0.01376156
137106,0.03408197
137107,0.0010058633
137108,0.0015287815
137109,0.0011127319
137110,0.0025761765
137111,0.10203632
137112,0.9140562
137113,0.013412181
137114,0.0011753293
137115,0.0015352535
137116,0.006404853
137117,0.0011268766
137118,0.00090824085
137119,0.006891152
137120,0.0017353211
137121,0.00113493
137122,0.00279101
137123,0.0030638203
137124,0.010115241
137125,0.0012046496
137126,0.00064109795
137127,0.0007757583
137128,0.00094583665
137129,0.0009025619
137130,0.0016062558
137131,0.0013784538
137132,0.0006403014
137133,0.0022300899
137134,0.0032334926
137135,0.0012273215
137136,0.00062526803
137137,0.0008056904
137138,0.00072477775
137139,0.00088946574
137140,0.0070135253
137141,0.0021001317
137142,0.0019207543
137143,0.0010737814
137144,0.00086164626
137145,0.0011104584
137146,0.0023526966
137147,0.0017287888
137148,0.0010108155
137149,0.0019276317
137150,0.0036853992
137151,0.0024829202
137152,0.0011904679
137153,0.0057734926
137154,0.0018136599
137155,0.0013990166
137156,0.002178983
137157,0.034072198
137158,0.020502219
137159,0.01797024
137160,0.0010753573
137161,0.0009287963
137162,0.00089947216
137163,0.00089024456
137164,0.0007647736
137165,0.0012502761
137166,0.0009605116
137167,0.001413081
137168,0.0010601913
137169,0.007371929
137170,0.0021496047
137171,0.0028251505
137172,0.01897418
137173,0.0015719892
137174,0.002015489
137175,0.0017458226
137176,0.0006876257
137177,0.0076929387
137178,0.0028192648
137179,0.0020555318
137180,0.0008961465
137181,0.00071848906
137182,0.0018377851
137183,0.0015327425
137184,0.001089744
137185,0.0025177929
137186,0.000639161
137187,0.00091752893
137188,0.0032921345
137189,0.002497741
137190,0.0013922063
137191,0.0010514616
137192,0.098122045
137193,0.0015997514
137194,0.0031169963
137195,0.010780529
137196,0.0031518918
137197,0.0012216892
137198,0.002328231
137199,0.0010857163
137200,0.0008102684
137201,0.0030158642
137202,0.0021417222
137203,0.0014571797
137204,0.0008872235
137205,0.0009857424
137206,0.0012687498
137207,0.0033195915
137208,0.00512511
137209,0.00086339883
137210,0.00089800346
137211,0.05692876
137212,0.0027466398
137213,0.0024132724
137214,0.001374063
137215,0.005361859
137216,0.0016762321
137217,0.001218123
137218,0.005325111
137219,0.0013057882
137220,0.0010446492
137221,0.0017743328
137222,0.0014970752
137223,0.00095309486
137224,0.0009441449
137225,0.0016437552
137226,0.0008168187
137227,0.004797541
137228,0.008579274
137229,0.001447322
137230,0.0006003029
137231,0.0016697254
137232,0.0013079024
137233,0.0011850575
137234,0.0019265704
137235,0.0009692979
137236,0.0010742397
137237,0.00079198607
137238,0.0010844753
137239,0.0044231717
137240,0.0010144361
137241,0.011478012
137242,0.0017180354
137243,0.00394766
137244,0.004750833
137245,0.0030299732
137246,0.003924266
137247,0.0007713612
137248,0.000821531
137249,0.010007522
137250,0.0009330702
137251,0.0014938164
137252,0.002612527
137253,0.0009528061
137254,0.0013496495
137255,0.0039760238
137256,0.008706334
137257,0.003069198
137258,0.000794448
137259,0.0012536824
137260,0.0024784636
137261,0.0010655933
137262,0.0025190543
137263,0.0021844266
137264,0.016217038
137265,0.0019431092
137266,0.0009834671
137267,0.0012861468
137268,0.00094202295
137269,0.00142484
137270,0.0007138123
137271,0.00225907
137272,0.005469464
137273,0.0009957019
137274,0.0007497643
137275,0.0017402454
137276,0.0014844842
137277,0.014375193
137278,0.00096079404
137279,0.033997923
137280,0.0022250346
137281,0.0010695053
137282,0.001008625
137283,0.0016259343
137284,0.0007980692
137285,0.0007059833
137286,0.0024403806
137287,0.0015558212
137288,0.005754272
137289,0.0013677569
137290,0.00088460674
137291,0.00093475776
137292,0.0011320874
137293,0.0010846711
137294,0.0013765994
137295,0.000720678
137296,0.00064590835
137297,0.0019095778
137298,0.0016245872
137299,0.001048766
137300,0.0038332557
137301,0.01752657
137302,0.0010632054
137303,0.0014814057
137304,0.010046102
137305,0.0031172717
137306,0.011523043
137307,0.0180023
137308,0.004972552
137309,0.00067216385
137310,0.0011741252
137311,0.004747342
137312,0.019617561
137313,0.0012001296
137314,0.0008360552
137315,0.0018436929
137316,0.0017764237
137317,0.0013255494
137318,0.0010769521
137319,0.0048824
137320,0.001859963
137321,0.00086112705
137322,0.0016226673
137323,0.002939978
137324,0.006908247
137325,0.003943511
137326,0.0010405068
137327,0.0022810912
137328,0.0010634317
137329,0.0022191268
137330,0.004964174
137331,0.007008881
137332,0.008131978
137333,0.0048972284
137334,0.001188879
137335,0.0011586281
137336,0.0070012785
137337,0.00097017427
137338,0.002781565
137339,0.0012582714
137340,0.0013568818
137341,0.0026839273
137342,0.0011096463
137343,0.000869003
137344,0.005895606
137345,0.0015338997
137346,0.0010141544
137347,0.0026610936
137348,0.0009789594
137349,0.0011330815
137350,0.0008765536
137351,0.0023554729
137352,0.00064174476
137353,0.0022141626
137354,0.0011875661
137355,0.00091314345
137356,0.0008541946
137357,0.00065502117
137358,0.0020537865
137359,0.000997302
137360,0.0013508126
137361,0.00067786383
137362,0.0014935255
137363,0.0006482809
137364,0.0058304537
137365,0.0011345752
137366,0.0020626413
137367,0.029842801
137368,0.03579813
137369,0.0006822577
137370,0.0017624324
137371,0.0020618946
137372,0.0013015883
137373,0.0011072751
137374,0.0011306029
137375,0.0020690076
137376,0.003641173
137377,0.00086323963
137378,0.00078830536
137379,0.61625564
137380,0.010106321
137381,0.00072257605
137382,0.0015769852
137383,0.010270997
137384,0.0027248608
137385,0.98683053
137386,0.0011051613
137387,0.0032326367
137388,0.00083504687
137389,0.0010002066
137390,0.004217706
137391,0.001407896
137392,0.0014081562
137393,0.0013130809
137394,0.0011711245
137395,0.0018463096
137396,0.0021486068
137397,0.0009393472
137398,0.00077958783
137399,0.042265035
137400,0.0009136695
137401,0.0011251717
137402,0.017412893
137403,0.003629711
137404,0.0024614388
137405,0.0016025329
137406,0.0011614354
137407,0.0012091547
137408,0.0012700284
137409,0.002109465
137410,0.00078368746
137411,0.0007449232
137412,0.00077410566
137413,0.0025209985
137414,0.0016094017
137415,0.00074087974
137416,0.00089379
137417,0.029765207
137418,0.0013424832
137419,0.008010076
137420,0.0025253117
137421,0.0007166666
137422,0.001319193
137423,0.0036445963
137424,0.002410771
137425,0.0009797193
137426,0.0019505584
137427,0.001350394
137428,0.003526041
137429,0.0012978313
137430,0.0025115088
137431,0.00086259044
137432,0.0012616081
137433,0.0045236517
137434,0.0029813033
137435,0.0025034775
137436,0.0010915555
137437,0.993346
137438,0.0013860038
137439,0.0009133401
137440,0.0072215046
137441,0.0014186861
137442,0.0027534764
137443,0.00258225
137444,0.0021655776
137445,0.003360064
137446,0.0015107724
137447,0.003519794
137448,0.0016148462
137449,0.0068979035
137450,0.0013637195
137451,0.001000984
137452,0.0013650631
137453,0.0008909688
137454,0.0026082068
137455,0.003301845
137456,0.00088498613
137457,0.0007305845
137458,0.004220643
137459,0.0010916304
137460,0.0017881844
137461,0.0019063179
137462,0.00089614996
137463,0.007960078
137464,0.00071624195
137465,0.00087327027
137466,0.0007311399
137467,0.0050190995
137468,0.0008711992
137469,0.0014044316
137470,0.002235182
137471,0.002340432
137472,0.0009853889
137473,0.0062871845
137474,0.0015393193
137475,0.0014522155
137476,0.0013607304
137477,0.010399502
137478,0.0366359
137479,0.0038189592
137480,0.003737465
137481,0.0007240263
137482,0.0016088363
137483,0.002695602
137484,0.001171221
137485,0.00066975376
137486,0.005346095
137487,0.011293748
137488,0.0009644433
137489,0.0025645774
137490,0.0018219781
137491,0.0011118926
137492,0.0021616225
137493,0.008839514
137494,0.0013213438
137495,0.0011212358
137496,0.0011293112
137497,0.0011059695
137498,0.004875559
137499,0.00103786
137500,0.0013137445
137501,0.00087326823
137502,0.0014857167
137503,0.0015317315
137504,0.011945533
137505,0.0011849819
137506,0.0014800697
137507,0.010966758
137508,0.0017961184
137509,0.0036290886
137510,0.0009376102
137511,0.001100635
137512,0.0006762616
137513,0.0014989582
137514,0.001005674
137515,0.0015606782
137516,0.00081401604
137517,0.0006729981
137518,0.00087664265
137519,0.003061383
137520,0.00076043984
137521,0.000752934
137522,0.0011021097
137523,0.004887676
137524,0.0023997712
137525,0.0010109566
137526,0.00090065773
137527,0.0058189416
137528,0.009455372
137529,0.0029796767
137530,0.0047561633
137531,0.0059293294
137532,0.0011617534
137533,0.0008100307
137534,0.002464349
137535,0.009889698
137536,0.009218228
137537,0.99582386
137538,0.0037819885
137539,0.00054814556
137540,0.029009353
137541,0.0008347732
137542,0.0008967103
137543,0.0021349671
137544,0.0009007745
137545,0.0007557581
137546,0.00091416104
137547,0.00074084866
137548,0.0012870296
137549,0.0011220482
137550,0.0009489151
137551,0.0016672345
137552,0.000945266
137553,0.0008757789
137554,0.002544501
137555,0.00082282844
137556,0.0012908162
137557,0.0027931863
137558,0.0009720062
137559,0.0045024687
137560,0.0012708415
137561,0.0017969564
137562,0.0036203314
137563,0.0009143436
137564,0.001931951
137565,0.0040766415
137566,0.0011322821
137567,0.0010997897
137568,0.00083261874
137569,0.0007358312
137570,0.0009029369
137571,0.0011860293
137572,0.0010247221
137573,0.07027294
137574,0.01752116
137575,0.005425235
137576,0.0011594462
137577,0.0016351397
137578,0.0008518111
137579,0.00084710954
137580,0.0023970285
137581,0.0018026894
137582,0.0022972014
137583,0.00084269006
137584,0.0008746585
137585,0.0009185926
137586,0.0045885243
137587,0.016051996
137588,0.001389262
137589,0.0055387514
137590,0.0023530629
137591,0.0019076947
137592,0.0013771404
137593,0.0015290407
137594,0.0024187246
137595,0.0009753468
137596,0.003515592
137597,0.0022938584
137598,0.0010170232
137599,0.0016278954
137600,0.0012948206
137601,0.0011299961
137602,0.001757863
137603,0.00062515243
137604,0.0016008127
137605,0.0024519826
137606,0.005152657
137607,0.0011636092
137608,0.0018717082
137609,0.0008824016
137610,0.0024844136
137611,0.019549258
137612,0.0016282325
137613,0.0013851
137614,0.00094716414
137615,0.0021097248
137616,0.0009319463
137617,0.0018244124
137618,0.001658955
137619,0.0013646751
137620,0.0011306551
137621,0.0007035888
137622,0.0045608957
137623,0.020699078
137624,0.0013404819
137625,0.0012369333
137626,0.000999207
137627,0.0025371655
137628,0.00090751116
137629,0.004176622
137630,0.9956161
137631,0.0012488579
137632,0.0014875882
137633,0.0009295262
137634,0.0036542206
137635,0.0012043753
137636,0.0032789242
137637,0.0008788983
137638,0.000881767
137639,0.0077955998
137640,0.0011517582
137641,0.0032696477
137642,0.0020669764
137643,0.0015972371
137644,0.00089135044
137645,0.0023499886
137646,0.0060077007
137647,0.0014324384
137648,0.0054135737
137649,0.008129398
137650,0.00093839533
137651,0.0009924921
137652,0.0009526218
137653,0.00097030145
137654,0.0031331629
137655,0.0018533001
137656,0.0010569249
137657,0.0019336721
137658,0.0018039638
137659,0.0015377436
137660,0.006737011
137661,0.0029585161
137662,0.0015007114
137663,0.0015180014
137664,0.019009974
137665,0.00090051576
137666,0.0010093435
137667,0.0011396214
137668,0.0009033078
137669,0.018466262
137670,0.012027981
137671,0.0017404607
137672,0.0012461465
137673,0.016067171
137674,0.01022627
137675,0.00088788354
137676,0.004262908
137677,0.0023562012
137678,0.0015654095
137679,0.01688689
137680,0.0011379843
137681,0.000888835
137682,0.0008254821
137683,0.0021683893
137684,0.00072231475
137685,0.0011054976
137686,0.012178761
137687,0.010800236
137688,0.0014000988
137689,0.0020764165
137690,0.0022484548
137691,0.035244625
137692,0.0052044997
137693,0.0008141168
137694,0.0010447168
137695,0.0007802188
137696,0.001350286
137697,0.00080971926
137698,0.00307354
137699,0.0066054855
137700,0.00082636985
137701,0.0032866688
137702,0.0014983211
137703,0.0016641207
137704,0.0007501013
137705,0.01538731
137706,0.00064994965
137707,0.0047874344
137708,0.006239621
137709,0.0013723713
137710,0.0011519201
137711,0.0010865146
137712,0.010433062
137713,0.0024038476
137714,0.0025767868
137715,0.0011797121
137716,0.0005530946
137717,0.0009362164
137718,0.0048247096
137719,0.003146407
137720,0.03428644
137721,0.0011759441
137722,0.002824855
137723,0.001384922
137724,0.0022954633
137725,0.04604052
137726,0.0015675186
137727,0.0074149193
137728,0.001101408
137729,0.001970313
137730,0.0008762054
137731,0.0010215825
137732,0.00072319916
137733,0.0010206884
137734,0.0012139
137735,0.0013978612
137736,0.0014176476
137737,0.0030920121
137738,0.0017788224
137739,0.008390977
137740,0.0016507887
137741,0.0022358405
137742,0.0019679768
137743,0.0010988588
137744,0.0030233746
137745,0.0013101109
137746,0.0013556941
137747,0.0009756865
137748,0.001388093
137749,0.005654761
137750,0.0013155525
137751,0.0144306095
137752,0.0013863946
137753,0.0011844012
137754,0.0021867298
137755,0.0023565309
137756,0.0012409473
137757,0.004184153
137758,0.001199285
137759,0.00063287956
137760,0.001149553
137761,0.0011830578
137762,0.00080331624
137763,0.00081330194
137764,0.0008118942
137765,0.0016764913
137766,0.0011065397
137767,0.00097195717
137768,0.0008343279
137769,0.0012228127
137770,0.0020657012
137771,0.0010483264
137772,0.0006444259
137773,0.0017559788
137774,0.0023840885
137775,0.0017341353
137776,0.010387158
137777,0.00083012687
137778,0.0010110423
137779,0.001055365
137780,0.0012912774
137781,0.002932112
137782,0.0011205998
137783,0.0008790641
137784,0.0009842728
137785,0.008589719
137786,0.00087361236
137787,0.0008149182
137788,0.013215693
137789,0.000745577
137790,0.0013346461
137791,0.0010401198
137792,0.0015994011
137793,0.001602044
137794,0.0026119556
137795,0.001328627
137796,0.002351306
137797,0.001035837
137798,0.0019171507
137799,0.0012294938
137800,0.002162116
137801,0.016741814
137802,0.0013035483
137803,0.0006942847
137804,0.0010291453
137805,0.0008597812
137806,0.001509055
137807,0.027074074
137808,0.0027142342
137809,0.9967123
137810,0.0010319832
137811,0.0018207125
137812,0.0022587574
137813,0.00094735366
137814,0.002393181
137815,0.0021898972
137816,0.0023460703
137817,0.005275135
137818,0.0027160416
137819,0.0034339905
137820,0.00073790236
137821,0.0008553426
137822,0.0046181893
137823,0.0021541836
137824,0.0013721628
137825,0.011905723
137826,0.0024298967
137827,0.001256475
137828,0.0015594624
137829,0.00067274284
137830,0.0021772503
137831,0.0013072902
137832,0.0019796472
137833,0.018436717
137834,0.001374434
137835,0.0008288405
137836,0.0011106859
137837,0.0022833245
137838,0.0006988182
137839,0.0012157954
137840,0.0009131491
137841,0.0015466751
137842,0.00070352043
137843,0.007374299
137844,0.0033912398
137845,0.0012691922
137846,0.00085020345
137847,0.0007726627
137848,0.0053717555
137849,0.0007950508
137850,0.00069103425
137851,0.001657246
137852,0.005228894
137853,0.001193701
137854,0.010477027
137855,0.0016189042
137856,0.0012735479
137857,0.0019259325
137858,0.0017156653
137859,0.0009128155
137860,0.007950884
137861,0.0017007905
137862,0.0005378846
137863,0.0016782017
137864,0.0071490854
137865,0.0015356366
